annee;code_commune;nom_commune;nb_etablissements;effectifs_salaries
2017;69165;Régnié-Durette;19.0;66.0
2017;69166;Riverie;4.0;41.0
2017;69167;Rivolet;9.0;11.0
2017;69168;Rochetaillée-sur-Saône;33.0;189.0
2017;69169;Ronno;10.0;33.0
2017;69170;Rontalon;13.0;40.0
2017;69171;Sain-Bel;65.0;474.0
2017;69172;Salles-Arbuissonnas-en-Beaujolais;10.0;58.0
2017;69173;Sarcey;29.0;203.0
2017;69174;Les Sauvages;17.0;192.0
2017;69175;Savigny;72.0;1246.0
2017;69176;Soucieu-en-Jarrest;66.0;318.0
2017;69177;Sourcieux-les-Mines;25.0;61.0
2017;69178;Souzy;19.0;153.0
2017;69179;Beauvallon;69.0;519.0
2017;69180;Saint-André-la-Côte;4.0;10.0
2017;69181;Saint-Appolinaire;2.0;4.0
2017;69182;Saint-Bonnet-des-Bruyères;8.0;31.0
2017;69184;Sainte-Catherine;15.0;37.0
2017;69186;Saint-Clément-de-Vers;6.0;24.0
2017;69187;Saint-Clément-les-Places;11.0;29.0
2017;69188;Saint-Clément-sur-Valsonne;10.0;131.0
2017;69189;Sainte-Colombe;58.0;437.0
2017;69190;Sainte-Consorce;60.0;576.0
2017;69191;Saint-Cyr-au-Mont-d'Or;141.0;1406.0
2017;69192;Saint-Cyr-le-Chatoux;4.0;4.0
2017;69193;Saint-Cyr-sur-le-Rhône;19.0;113.0
2017;69194;Saint-Didier-au-Mont-d'Or;254.0;2163.0
2017;69196;Saint-Didier-sur-Beaujeu;19.0;45.0
2017;69197;Saint-Étienne-des-Oullières;54.0;186.0
2017;69198;Saint-Étienne-la-Varenne;6.0;8.0
2017;69199;Saint-Fons;406.0;5635.0
2017;69200;Saint-Forgeux;37.0;257.0
2017;69201;Sainte-Foy-l'Argentière;60.0;645.0
2017;69202;Sainte-Foy-lès-Lyon;489.0;3427.0
2017;69203;Saint-Genis-l'Argentière;17.0;136.0
2017;69204;Saint-Genis-Laval;604.0;7825.0
2017;69205;Saint-Genis-les-Ollières;87.0;716.0
2017;69206;Saint-Georges-de-Reneins;143.0;1194.0
2017;69207;Saint-Germain-au-Mont-d'Or;49.0;327.0
2017;69208;Saint-Germain-Nuelles;43.0;882.0
2017;69209;Saint-Igny-de-Vers;18.0;145.0
2017;69212;Saint-Jean-des-Vignes;5.0;14.0
2017;69214;Saint-Jean-la-Bussière;24.0;198.0
2017;69215;Saint-Julien;14.0;39.0
2017;69216;Saint-Julien-sur-Bibost;14.0;25.0
2017;69217;Saint-Just-d'Avray;19.0;61.0
2017;69218;Saint-Lager;29.0;208.0
2017;69219;Saint-Laurent-d'Agny;51.0;388.0
2017;69220;Saint-Laurent-de-Chamousset;70.0;625.0
2017;69225;Saint-Marcel-l'Éclairé;6.0;41.0
2017;69227;Saint-Martin-en-Haut;129.0;1093.0
2017;69228;Chabanière;63.0;598.0
2017;69229;Saint-Nizier-d'Azergues;16.0;84.0
2017;69230;Sainte-Paule;5.0;11.0
2017;69231;Saint-Pierre-la-Palud;34.0;253.0
2017;69233;Saint-Romain-au-Mont-d'Or;29.0;156.0
2017;69234;Saint-Romain-de-Popey;45.0;290.0
2017;69235;Saint-Romain-en-Gal;59.0;404.0
2017;69236;Saint-Romain-en-Gier;6.0;30.0
2017;69238;Saint-Symphorien-sur-Coise;147.0;1437.0
2017;69239;Saint-Vérand;17.0;68.0
2017;69240;Saint-Vincent-de-Reins;12.0;186.0
2017;69241;Taluyers;95.0;572.0
2017;69242;Taponas;20.0;223.0
2017;69243;Tarare;333.0;3133.0
2017;69244;Tassin-la-Demi-Lune;628.0;4503.0
2017;69245;Ternand;21.0;91.0
2017;69246;Theizé;37.0;129.0
2017;69248;Thizy-les-Bourgs;147.0;1617.0
2017;69249;Thurins;62.0;320.0
2017;69250;La Tour-de-Salvagny;114.0;1103.0
2017;69252;Trèves;10.0;22.0
2017;69253;Tupin-et-Semons;8.0;41.0
2017;69254;Valsonne;16.0;67.0
2017;69255;Vaugneray;148.0;1224.0
2017;69256;Vaulx-en-Velin;1397.0;17134.0
2017;69257;Vaux-en-Beaujolais;7.0;20.0
2017;69258;Vauxrenard;3.0;4.0
2017;69259;Vénissieux;1380.0;23896.0
2017;69260;Vernaison;92.0;723.0
2017;69261;Vernay;1.0;17.0
2017;69263;Villechenève;15.0;176.0
2017;69264;Villefranche-sur-Saône;1467.0;13898.0
2017;69265;Ville-sur-Jarnioux;14.0;22.0
2017;69266;Villeurbanne;3753.0;46091.0
2017;69267;Villié-Morgon;66.0;191.0
2017;69268;Vourles;154.0;1557.0
2017;69269;Yzeron;23.0;63.0
2017;69270;Chaponnay;200.0;4552.0
2017;69271;Chassieu;666.0;7731.0
2017;69272;Communay;65.0;644.0
2017;69273;Corbas;494.0;9748.0
2017;69275;Décines-Charpieu;876.0;9135.0
2017;69276;Feyzin;225.0;3834.0
2017;69277;Genas;572.0;8401.0
2017;69278;Genay;218.0;3123.0
2017;69279;Jonage;167.0;2969.0
2017;69280;Jons;43.0;193.0
2017;69281;Marennes;53.0;444.0
2017;69282;Meyzieu;810.0;12117.0
2017;69283;Mions;377.0;4141.0
2017;69284;Montanay;66.0;551.0
2017;69285;Pusignan;196.0;2833.0
2017;69286;Rillieux-la-Pape;728.0;9045.0
2017;69287;Saint-Bonnet-de-Mure;313.0;2893.0
2017;69288;Saint-Laurent-de-Mure;197.0;2173.0
2017;69289;Saint-Pierre-de-Chandieu;158.0;1805.0
2017;69290;Saint-Priest;1861.0;37813.0
2017;69291;Saint-Symphorien-d'Ozon;183.0;2114.0
2017;69292;Sathonay-Camp;93.0;422.0
2017;69293;Sathonay-Village;31.0;135.0
2017;69294;Sérézin-du-Rhône;80.0;873.0
2017;69295;Simandres;19.0;43.0
2017;69296;Solaize;69.0;1994.0
2017;69297;Ternay;117.0;968.0
2017;69298;Toussieu;89.0;1204.0
2017;69299;Colombier-Saugnieu;212.0;5577.0
2017;69381;Lyon 81e Arrondissement;1612.0;9285.0
2017;69382;Lyon 82e Arrondissement;3739.0;33886.0
2017;69383;Lyon 83e Arrondissement;4531.0;70976.0
2017;69384;Lyon 84e Arrondissement;1155.0;6186.0
2017;69385;Lyon 85e Arrondissement;1067.0;8675.0
2017;69386;Lyon 86e Arrondissement;3619.0;32214.0
2017;69387;Lyon 87e Arrondissement;3031.0;43077.0
2017;69388;Lyon 88e Arrondissement;1588.0;19575.0
2017;69389;Lyon 89e Arrondissement;2032.0;27383.0
2022;69001;Affoux;6.0;7.0
2022;69002;Aigueperse;3.0;6.0
2022;69003;Albigny-sur-Saône;50.0;244.0
2022;69004;Alix;9.0;11.0
2022;69005;Ambérieux;41.0;763.0
2022;69006;Amplepuis;152.0;1400.0
2022;69007;Ampuis;89.0;545.0
2022;69008;Ancy;4.0;5.0
2022;69009;Anse;223.0;1468.0
2022;69010;L'Arbresle;253.0;2281.0
2022;69012;Les Ardillats;10.0;28.0
2022;69013;Arnas;277.0;3895.0
2022;69014;Aveize;19.0;429.0
2022;69016;Azolette;1.0;1.0
2022;69017;Bagnols;23.0;51.0
2022;69018;Beaujeu;64.0;424.0
2022;69019;Belleville-en-Beaujolais;530.0;5377.0
2022;69020;Belmont-d'Azergues;8.0;24.0
2022;69021;Bessenay;51.0;277.0
2022;69022;Bibost;8.0;12.0
2022;69023;Blacé;39.0;145.0
2022;69024;Val d'Oingt;121.0;566.0
2022;69026;Le Breuil;7.0;35.0
2022;69027;Brignais;760.0;8589.0
2022;69028;Brindas;181.0;974.0
2022;69029;Bron;1115.0;15169.0
2022;69030;Brullioles;16.0;45.0
2022;69031;Brussieu;24.0;103.0
2022;69032;Bully;64.0;482.0
2022;69033;Cailloux-sur-Fontaines;102.0;575.0
2022;69034;Caluire-et-Cuire;1085.0;10465.0
2022;69035;Cenves;7.0;12.0
2022;69036;Cercié;33.0;119.0
2022;69037;Chambost-Allières;13.0;169.0
2022;69038;Chambost-Longessaigne;15.0;45.0
2022;69039;Chamelet;11.0;59.0
2022;69040;Champagne-au-Mont-d'Or;397.0;4717.0
2022;69042;La Chapelle-sur-Coise;8.0;12.0
2022;69043;Chaponost;371.0;3898.0
2022;69044;Charbonnières-les-Bains;209.0;1684.0
2022;69045;Charentay;18.0;43.0
2022;69046;Charly;90.0;394.0
2022;69047;Charnay;30.0;114.0
2022;69049;Chasselay;72.0;277.0
2022;69050;Châtillon;69.0;322.0
2022;69051;Chaussan;7.0;11.0
2022;69052;Chazay-d'Azergues;107.0;644.0
2022;69053;Chénas;8.0;14.0
2022;69054;Chénelette;7.0;27.0
2022;69055;Les Chères;35.0;222.0
2022;69056;Chessy;42.0;284.0
2022;69057;Chevinay;4.0;5.0
2022;69058;Chiroubles;7.0;16.0
2022;69059;Civrieux-d'Azergues;104.0;1161.0
2022;69060;Claveisolles;11.0;100.0
2022;69061;Cogny;25.0;50.0
2022;69062;Coise;8.0;25.0
2022;69063;Collonges-au-Mont-d'Or;100.0;903.0
2022;69064;Condrieu;115.0;788.0
2022;69065;Corcelles-en-Beaujolais;23.0;85.0
2022;69066;Cours;138.0;2031.0
2022;69067;Courzieu;14.0;99.0
2022;69068;Couzon-au-Mont-d'Or;74.0;737.0
2022;69069;Craponne;368.0;3630.0
2022;69070;Cublize;26.0;127.0
2022;69071;Curis-au-Mont-d'Or;11.0;116.0
2022;69072;Dardilly;755.0;9540.0
2022;69074;Denicé;27.0;83.0
2022;69075;Dième;2.0;3.0
2022;69076;Dommartin;86.0;742.0
2022;69077;Dracé;17.0;60.0
2022;69078;Duerne;22.0;146.0
2022;69080;Échalas;28.0;115.0
2022;69081;Écully;737.0;11333.0
2022;69082;Émeringes;2.0;13.0
2022;69083;Éveux;16.0;186.0
2022;69084;Fleurie;35.0;119.0
2022;69085;Fleurieu-sur-Saône;50.0;188.0
2022;69086;Fleurieux-sur-l'Arbresle;64.0;397.0
2022;69087;Fontaines-Saint-Martin;47.0;245.0
2022;69088;Fontaines-sur-Saône;161.0;876.0
2022;69089;Francheville;340.0;2874.0
2022;69090;Frontenas;24.0;219.0
2022;69091;Givors;451.0;4342.0
2022;69092;Gleizé;261.0;2705.0
2022;69093;Grandris;16.0;53.0
2022;69094;Grézieu-la-Varenne;135.0;895.0
2022;69095;Grézieu-le-Marché;14.0;105.0
2022;69096;Grigny-sur-Rhône;205.0;1721.0
2022;69097;Les Haies;8.0;10.0
2022;69098;Les Halles;7.0;32.0
2022;69099;Haute-Rivoire;25.0;307.0
2022;69100;Irigny;254.0;4495.0
2022;69102;Joux;9.0;96.0
2022;69103;Juliénas;25.0;73.0
2022;69104;Jullié;4.0;24.0
2022;69105;Lacenas;26.0;107.0
2022;69106;Lachassagne;18.0;179.0
2022;69107;Lamure-sur-Azergues;47.0;308.0
2022;69108;Lancié;20.0;67.0
2022;69109;Lantignié;13.0;56.0
2022;69110;Larajasse;32.0;150.0
2022;69111;Légny;29.0;87.0
2022;69112;Lentilly;206.0;1947.0
2022;69113;Létra;17.0;104.0
2022;69115;Limas;320.0;3725.0
2022;69116;Limonest;577.0;12083.0
2022;69117;Lissieu;217.0;1769.0
2022;69118;Loire-sur-Rhône;57.0;452.0
2022;69119;Longes;10.0;25.0
2022;69120;Longessaigne;8.0;41.0
2022;69121;Lozanne;107.0;819.0
2022;69122;Lucenay;49.0;154.0
2022;69124;Marchampt;4.0;6.0
2022;69125;Marcilly-d'Azergues;65.0;348.0
2022;69126;Marcy;16.0;39.0
2022;69127;Marcy-l'Étoile;89.0;6135.0
2022;69130;Meaux-la-Montagne;4.0;6.0
2022;69131;Messimy;129.0;2008.0
2022;69132;Meys;16.0;195.0
2022;69133;Millery;149.0;758.0
2022;69134;Moiré;4.0;15.0
2022;69135;Deux-Grosnes;44.0;339.0
2022;69136;Montagny;100.0;1183.0
2022;69137;Montmelas-Saint-Sorlin;5.0;51.0
2022;69138;Montromant;4.0;13.0
2022;69139;Montrottier;31.0;325.0
2022;69140;Morancé;43.0;341.0
2022;69141;Mornant;262.0;2103.0
2022;69142;La Mulatière;115.0;707.0
2022;69143;Neuville-sur-Saône;302.0;2126.0
2022;69145;Odenas;10.0;40.0
2022;69148;Orliénas;41.0;106.0
2022;69149;Oullins-Pierre-Bénite;848.0;9514.0
2022;69151;Le Perréon;29.0;94.0
2022;69152;Pierre-Bénite;13.0;298.0
2022;69153;Poleymieux-au-Mont-d'Or;21.0;52.0
2022;69154;Pollionnay;41.0;138.0
2022;69155;Pomeys;24.0;83.0
2022;69156;Pommiers;62.0;504.0
2022;69157;Vindry-sur-Turdine;146.0;1228.0
2022;69159;Porte des Pierres Dorées;80.0;259.0
2022;69160;Poule-les-Écharmeaux;36.0;127.0
2022;69161;Propières;8.0;75.0
2022;69162;Quincié-en-Beaujolais;49.0;302.0
2022;69163;Quincieux;110.0;855.0
2022;69164;Ranchal;4.0;6.0
2022;69165;Régnié-Durette;22.0;81.0
2022;69166;Riverie;5.0;52.0
2022;69167;Rivolet;13.0;17.0
2022;69168;Rochetaillée-sur-Saône;40.0;219.0
2022;69169;Ronno;12.0;39.0
2022;69170;Rontalon;18.0;46.0
2022;69171;Sain-Bel;65.0;477.0
2022;69172;Salles-Arbuissonnas-en-Beaujolais;11.0;22.0
2022;69173;Sarcey;35.0;250.0
2022;69174;Les Sauvages;15.0;124.0
2022;69175;Savigny;75.0;1472.0
2022;69176;Soucieu-en-Jarrest;72.0;297.0
2022;69177;Sourcieux-les-Mines;28.0;74.0
2022;69178;Souzy;28.0;255.0
2022;69179;Beauvallon;84.0;492.0
2022;69180;Saint-André-la-Côte;3.0;2.0
2022;69181;Saint-Appolinaire;1.0;2.0
2022;69182;Saint-Bonnet-des-Bruyères;9.0;30.0
2022;69184;Sainte-Catherine;16.0;42.0
2022;69186;Saint-Clément-de-Vers;4.0;21.0
2022;69187;Saint-Clément-les-Places;15.0;108.0
2022;69188;Saint-Clément-sur-Valsonne;11.0;123.0
2022;69189;Sainte-Colombe;70.0;541.0
2022;69190;Sainte-Consorce;76.0;545.0
2022;69191;Saint-Cyr-au-Mont-d'Or;180.0;1628.0
2022;69192;Saint-Cyr-le-Chatoux;4.0;5.0
2022;69193;Saint-Cyr-sur-le-Rhône;18.0;106.0
2022;69194;Saint-Didier-au-Mont-d'Or;296.0;2269.0
2022;69196;Saint-Didier-sur-Beaujeu;17.0;39.0
2022;69197;Saint-Étienne-des-Oullières;55.0;186.0
2022;69198;Saint-Étienne-la-Varenne;10.0;24.0
2022;69199;Saint-Fons;487.0;6296.0
2022;69200;Saint-Forgeux;40.0;229.0
2022;69201;Sainte-Foy-l'Argentière;53.0;682.0
2022;69202;Sainte-Foy-lès-Lyon;514.0;3927.0
2022;69203;Saint-Genis-l'Argentière;16.0;148.0
2022;69204;Saint-Genis-Laval;695.0;8358.0
2022;69205;Saint-Genis-les-Ollières;105.0;950.0
2022;69206;Saint-Georges-de-Reneins;170.0;1348.0
2022;69207;Saint-Germain-au-Mont-d'Or;55.0;298.0
2022;69208;Saint-Germain-Nuelles;39.0;1100.0
2022;69209;Saint-Igny-de-Vers;19.0;152.0
2022;69212;Saint-Jean-des-Vignes;6.0;16.0
2022;69214;Saint-Jean-la-Bussière;20.0;201.0
2022;69215;Saint-Julien;20.0;38.0
2022;69216;Saint-Julien-sur-Bibost;8.0;19.0
2022;69217;Saint-Just-d'Avray;12.0;56.0
2022;69218;Saint-Lager;27.0;219.0
2022;69219;Saint-Laurent-d'Agny;60.0;446.0
2022;69220;Saint-Laurent-de-Chamousset;81.0;731.0
2022;69225;Saint-Marcel-l'Éclairé;11.0;49.0
2022;69227;Saint-Martin-en-Haut;134.0;1329.0
2022;69228;Chabanière;73.0;502.0
2022;69229;Saint-Nizier-d'Azergues;22.0;123.0
2022;69230;Sainte-Paule;4.0;9.0
2022;69231;Saint-Pierre-la-Palud;35.0;197.0
2022;69233;Saint-Romain-au-Mont-d'Or;30.0;174.0
2022;69234;Saint-Romain-de-Popey;43.0;311.0
2022;69235;Saint-Romain-en-Gal;64.0;439.0
2022;69236;Saint-Romain-en-Gier;6.0;41.0
2022;69238;Saint-Symphorien-sur-Coise;160.0;1450.0
2022;69239;Saint-Vérand;21.0;77.0
2022;69240;Saint-Vincent-de-Reins;16.0;184.0
2022;69241;Taluyers;111.0;791.0
2022;69242;Taponas;19.0;287.0
2022;69243;Tarare;352.0;3258.0
2022;69244;Tassin-la-Demi-Lune;737.0;4980.0
2022;69245;Ternand;23.0;55.0
2022;69246;Theizé;46.0;166.0
2022;69248;Thizy-les-Bourgs;141.0;1616.0
2022;69249;Thurins;74.0;336.0
2022;69250;La Tour-de-Salvagny;135.0;1123.0
2022;69252;Trèves;5.0;11.0
2022;69253;Tupin-et-Semons;11.0;43.0
2022;69254;Valsonne;19.0;92.0
2022;69255;Vaugneray;150.0;1214.0
2022;69256;Vaulx-en-Velin;1611.0;19712.0
2022;69257;Vaux-en-Beaujolais;14.0;36.0
2022;69258;Vauxrenard;4.0;7.0
2022;69259;Vénissieux;1588.0;27455.0
2022;69260;Vernaison;99.0;729.0
2022;69261;Vernay;3.0;43.0
2022;69263;Villechenève;15.0;198.0
2022;69264;Villefranche-sur-Saône;1567.0;13962.0
2022;69265;Ville-sur-Jarnioux;15.0;31.0
2022;69266;Villeurbanne;4078.0;56406.0
2022;69267;Villié-Morgon;70.0;206.0
2022;69268;Vourles;178.0;1892.0
2022;69269;Yzeron;18.0;72.0
2022;69270;Chaponnay;251.0;5056.0
2022;69271;Chassieu;767.0;8748.0
2022;69272;Communay;88.0;855.0
2022;69273;Corbas;580.0;10312.0
2022;69275;Décines-Charpieu;958.0;9219.0
2022;69276;Feyzin;263.0;3970.0
2022;69277;Genas;674.0;10443.0
2022;69278;Genay;274.0;3404.0
2022;69279;Jonage;223.0;4730.0
2022;69280;Jons;58.0;278.0
2022;69281;Marennes;53.0;486.0
2022;69282;Meyzieu;919.0;13264.0
2022;69283;Mions;415.0;4651.0
2022;69284;Montanay;76.0;577.0
2022;69285;Pusignan;233.0;3370.0
2022;69286;Rillieux-la-Pape;806.0;9721.0
2022;69287;Saint-Bonnet-de-Mure;360.0;3280.0
2022;69288;Saint-Laurent-de-Mure;205.0;1783.0
2022;69289;Saint-Pierre-de-Chandieu;167.0;2202.0
2022;69290;Saint-Priest;2203.0;43502.0
2022;69291;Saint-Symphorien-d'Ozon;195.0;2078.0
2022;69292;Sathonay-Camp;106.0;500.0
2022;69293;Sathonay-Village;23.0;114.0
2022;69294;Sérézin-du-Rhône;85.0;754.0
2022;69295;Simandres;25.0;60.0
2022;69296;Solaize;89.0;2287.0
2022;69297;Ternay;141.0;1041.0
2022;69298;Toussieu;95.0;1122.0
2022;69299;Colombier-Saugnieu;218.0;5457.0
2022;69381;Lyon 81e Arrondissement;1928.0;11928.0
2022;69382;Lyon 82e Arrondissement;4155.0;40425.0
2022;69383;Lyon 83e Arrondissement;5032.0;81092.0
2022;69384;Lyon 84e Arrondissement;1177.0;6964.0
2022;69385;Lyon 85e Arrondissement;1165.0;9816.0
2022;69386;Lyon 86e Arrondissement;3780.0;32731.0
2022;69387;Lyon 87e Arrondissement;3441.0;58529.0
2022;69388;Lyon 88e Arrondissement;1693.0;20638.0
2022;69389;Lyon 89e Arrondissement;2220.0;32344.0
